,clust_to_rv,gene_name,ortho,cog,product,refseq,count,score,name_to_rv,pan
Cluster 10280,0,0,0,0,FIG00820600: hypothetical protein,None,1538,0.0,0,Acces
Cluster 10281,0,0,0,0,FIG00822212: hypothetical protein,None,1452,0.0,0,Acces
Cluster 10282,0,0,0,0,FIG00820701: hypothetical protein,None,1590,0.0,0,Core
Cluster 10283,0,0,0,0,FIG00824821: hypothetical protein,None,1534,0.0,0,Acces
Cluster 10284,0,0,0,0,FIG00821454: hypothetical protein,None,824,0.0,0,Acces
Cluster 10285,0,0,0,0,FIG00822725: hypothetical protein,None,652,0.0,0,Acces
Cluster 10286,0,0,0,0,FIG00824729: hypothetical protein,None,768,0.0,0,Acces
Cluster 10287,0,0,0,0,FIG00821705: hypothetical protein,None,1263,0.0,0,Acces
Cluster 10288,0,0,0,0,hypothetical protein,None,1264,0.0,0,Acces
Cluster 10289,0,0,0,0,FIG00820485: hypothetical protein,None,964,0.0,0,Acces
Cluster 1029,Rv3198c,uvrD2,419947.MRA_3234,L,"ATP-dependent DNA helicase UvrD/PcrA, actinomycete paralog",T623_00713,1595,1519.3,0,Core
Cluster 10290,0,0,0,0,hypothetical protein,None,177,0.0,0,Acces
Cluster 10291,0,0,0,0,hypothetical protein,None,40,0.0,0,Acces
Cluster 10292,0,0,0,0,FIG00828989: hypothetical protein,None,123,0.0,0,Acces
Cluster 10293,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 10294,0,0,0,0,hypothetical protein,None,16,0.0,0,Acces
Cluster 10295,0,0,0,0,hypothetical protein,None,25,0.0,0,Acces
Cluster 10296,0,0,0,0,hypothetical protein,None,44,0.0,0,Acces
Cluster 10297,0,0,0,0,hypothetical protein,None,5,0.0,0,Acces
Cluster 10298,0,0,0,0,Protein of unknown function UPF0060,None,1,0.0,0,Uniq
Cluster 10299,0,0,0,0,FIG00826075: hypothetical protein,None,1102,0.0,0,Acces
Cluster 103,Rv2946c,pks1,653045.Strvi_4160,Q,Polyketide synthase,AL82_03058,1595,3884.3,0,Core
Cluster 1030,Rv0103c,ctpB,83332.Rv0103c,P,"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",None,1594,1574.4,0,Core
Cluster 10300,0,0,0,0,hypothetical protein,None,63,0.0,0,Acces
Cluster 10301,0,0,0,0,hypothetical protein,None,8,0.0,0,Acces
Cluster 10302,0,0,0,0,Alkyl hydroperoxide reductase protein C ,None,9,0.0,0,Acces
Cluster 10303,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10304,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10305,0,0,0,0,hypothetical protein,None,4,0.0,0,Uniq
Cluster 10306,0,0,0,0,PE-PGRS family protein,None,10,0.0,0,Acces
Cluster 10307,0,0,0,0,hypothetical protein,None,16,0.0,0,Acces
Cluster 10308,0,0,0,0,hypothetical protein,None,5,0.0,0,Acces
Cluster 10309,0,0,0,0,hypothetical protein,None,24,0.0,0,Acces
Cluster 1031,Rv0803,purL,419947.MRA_0813,F,"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)",T594_02606,1595,1691.2,0,Core
Cluster 10310,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10311,0,0,0,0,FIG00825897: hypothetical protein,None,16,0.0,0,Acces
Cluster 10312,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10313,0,0,0,0,hypothetical protein,None,264,0.0,0,Acces
Cluster 10314,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10315,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10316,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 10317,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 10318,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10319,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 1032,0,0,0,0,PE-PGRS family protein,T615_01379,1,0.0,0,Uniq
Cluster 10320,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 10321,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10322,0,0,0,0,putative membrane protein,None,1,0.0,0,Uniq
Cluster 10323,0,0,0,0,hypothetical protein,None,105,0.0,0,Acces
Cluster 10324,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10325,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 10326,0,0,0,0,Mobile element protein,None,1,0.0,0,Uniq
Cluster 10327,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10328,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10329,0,0,0,0,"ABC transporter, permease protein",None,1,0.0,0,Uniq
Cluster 1033,Rv1098c,fum,419947.MRA_1109,C,Fumarate hydratase class II (EC 4.2.1.2),N110_01158,1595,1020.9,0,Core
Cluster 10330,0,0,0,0,Endoglucanase A precursor (EC 3.2.1.4),None,1,0.0,0,Uniq
Cluster 10331,0,0,0,0,FIG00824073: hypothetical protein,None,12,0.0,0,Acces
Cluster 10332,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10333,0,0,0,0,"13E12 repeat family protein, HNH endonuclease domain",None,3,0.0,0,Uniq
Cluster 10334,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10335,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10336,0,0,0,0,"Alpha-1,2-mannosidase",None,1,0.0,0,Uniq
Cluster 10337,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10338,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10339,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 1034,Rv1916,aceAb,404589.Anae109_1587,C,Isocitrate lyase (EC 4.1.3.1),Z578_01426,1592,1126.1,0,Core
Cluster 10340,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10341,0,0,0,0,YhhN family membrane protein,None,1,0.0,0,Uniq
Cluster 10342,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10343,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10344,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10345,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10346,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10347,0,0,0,0,POSSIBLE LINOLEOYL-CoA DESATURASE (DELTA(6)-DESATURASE),None,1,0.0,0,Uniq
Cluster 10348,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10349,0,0,0,0,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2),None,1,0.0,0,Uniq
Cluster 1035,Rv1442,bisC,83332.Rv1442,C,Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase,Z578_02441,1595,1785.0,0,Core
Cluster 10350,0,0,0,0,FIG00831494: hypothetical protein,None,27,0.0,0,Acces
Cluster 10351,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10352,0,0,0,0,FIG091491: hypothetical protein,None,14,0.0,0,Acces
Cluster 10353,0,0,0,0,"Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain",None,1,0.0,0,Uniq
Cluster 10354,0,0,0,0,Adenylate cyclase (EC 4.6.1.1),None,1,0.0,0,Uniq
Cluster 10355,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10356,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 10357,0,0,0,0,FIG00822783: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10358,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10359,0,0,0,0,Lipoprotein LppT,None,1,0.0,0,Uniq
Cluster 1036,0,0,0,0,PE-PGRS family protein,Q641_03367,1,0.0,0,Uniq
Cluster 10360,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10361,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10362,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10363,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10364,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10365,0,0,0,0,FIG00826137: hypothetical protein,None,1554,0.0,0,Acces
Cluster 10366,0,0,0,0,FIG00820467: hypothetical protein,None,1209,0.0,0,Acces
Cluster 10367,0,0,0,0,FIG00820753: hypothetical protein,None,1585,0.0,0,Acces
Cluster 10368,0,0,0,0,FIG00821186: hypothetical protein,None,1406,0.0,0,Acces
Cluster 10369,0,0,0,0,FIG00822332: hypothetical protein,None,1533,0.0,0,Acces
Cluster 1037,0,0,0,0,PE-PGRS family protein,Q633_01501,1,0.0,0,Uniq
Cluster 10370,0,0,0,0,FIG00824130: hypothetical protein,None,1446,0.0,0,Acces
Cluster 10371,0,0,0,0,FIG00821293: hypothetical protein,Z578_03290,1595,0.0,0,Core
Cluster 10372,0,0,0,0,FIG00820585: hypothetical protein,None,1595,0.0,0,Core
Cluster 10373,0,0,0,0,FIG00821507: hypothetical protein,None,1594,0.0,0,Core
Cluster 10374,0,0,0,0,FIG00827041: hypothetical protein,None,582,0.0,0,Acces
Cluster 10375,0,0,0,0,FIG00820997: hypothetical protein,None,1342,0.0,0,Acces
Cluster 10376,0,0,0,0,FIG00823996: hypothetical protein,None,1591,0.0,0,Core
Cluster 10377,0,0,0,0,FIG00823138: hypothetical protein,None,487,0.0,0,Acces
Cluster 10378,0,0,0,0,hypothetical protein,None,314,0.0,0,Acces
Cluster 10379,0,0,0,0,hypothetical protein,None,126,0.0,0,Acces
Cluster 1038,0,0,0,0,PE-PGRS family protein,AL24_03478,5,0.0,0,Acces
Cluster 10380,0,0,0,0,hypothetical protein,None,101,0.0,0,Acces
Cluster 10381,0,0,0,0,hypothetical protein,None,32,0.0,0,Acces
Cluster 10382,0,0,0,0,hypothetical protein,None,61,0.0,0,Acces
Cluster 10383,0,0,0,0,hypothetical protein,None,50,0.0,0,Acces
Cluster 10384,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10385,0,0,0,0,FIG00820052: hypothetical protein,None,111,0.0,0,Acces
Cluster 10386,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10387,0,0,0,0,FIG00832631: hypothetical protein,None,31,0.0,0,Acces
Cluster 10388,0,0,0,0,hypothetical protein,None,4,0.0,0,Uniq
Cluster 10389,0,0,0,0,hypothetical protein,None,60,0.0,0,Acces
Cluster 1039,Rv1563c,treY,419947.MRA_1575,G,Malto-oligosyltrehalose synthase (EC 5.4.99.15),Z578_02586,1594,1723.8,0,Core
Cluster 10390,0,RV1153C,83332.Rv1153c,S,Tetracenomycin polyketide synthesis O-methyltransferase TcmP,None,17,61.8,0,Acces
Cluster 10391,0,0,0,0,hypothetical protein,None,5,0.0,0,Acces
Cluster 10392,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10393,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10394,0,0,0,0,FIG00830660: hypothetical protein,P478_01716,1,0.0,0,Uniq
Cluster 10395,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10396,0,0,0,0,PPE family protein,None,2,0.0,0,Uniq
Cluster 10397,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10398,0,0,0,0,hypothetical protein,T575_03420,1,0.0,0,Uniq
Cluster 10399,0,0,0,0,Enoyl-CoA hydratase (EC 4.2.1.17),None,2,0.0,0,Uniq
Cluster 104,0,0,0,0,PE-PGRS family protein,P518_03640,2,0.0,0,Uniq
Cluster 1040,0,0,0,0,Arylsulfatase (EC 3.1.6.1),T618_02186,8,0.0,0,Acces
Cluster 10400,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10401,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10402,0,0,0,0,Membrane protein MmpS5,None,1,0.0,0,Uniq
Cluster 10403,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10404,0,0,0,0,FIG00822816: hypothetical protein,J112_16170,1,0.0,0,Uniq
Cluster 10405,0,0,0,0,FIG00821774: hypothetical protein,None,4,0.0,0,Uniq
Cluster 10406,0,0,0,0,FIG091491: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10407,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10408,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10409,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 1041,0,0,0,0,PE-PGRS family protein,V201_03984,3,0.0,0,Uniq
Cluster 10410,0,0,0,0,FIG00820382: hypothetical protein,None,1594,0.0,0,Core
Cluster 10411,0,0,0,0,putative SimX4 homolog,None,1,0.0,0,Uniq
Cluster 10412,0,0,0,0,COG0028: Thiamine pyrophosphate-requiring enzymes,None,1,0.0,0,Uniq
Cluster 10413,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10414,0,0,0,0,FIG00823308: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10415,0,0,0,0,"NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form",None,1,0.0,0,Uniq
Cluster 10416,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 10417,0,0,0,0,ESAT-6-like protein EsxQ,None,1,0.0,0,Uniq
Cluster 10418,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10419,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 1042,Rv1837c,glcB,419947.MRA_1848,C,Malate synthase G (EC 2.3.3.9),None,1595,1675.9,0,Core
Cluster 10420,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10421,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10422,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10423,0,0,0,0,3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9),None,1,0.0,0,Uniq
Cluster 10424,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10425,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10426,0,0,0,0,PPE family protein,None,2,0.0,0,Uniq
Cluster 10427,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10428,0,0,0,0,Pterin-4-alpha-carbinolamine dehydratase ,None,2,0.0,0,Uniq
Cluster 10429,0,0,0,0,hypothetical protein,GuangZ0019_3549,1,0.0,0,Uniq
Cluster 1043,0,0,0,0,PE-PGRS family protein,K878_04694,31,0.0,0,Acces
Cluster 10430,0,0,0,0,"Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD4",P946_04061,1,0.0,0,Uniq
Cluster 10431,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10432,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10433,0,0,0,0,FIG00830929: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10434,0,0,0,0,Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4),None,1,0.0,0,Uniq
Cluster 10435,0,0,0,0,Mobile element protein,None,1,0.0,0,Uniq
Cluster 10436,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10437,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10438,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10439,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 1044,0,0,0,0,"Molybdopterin-binding oxidoreductase, [4Fe-4S] cluster binding and molybdopterin cofactor binding site containing",None,1,0.0,0,Uniq
Cluster 10440,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10441,0,0,0,0,FIG00820869: hypothetical protein,None,1594,0.0,0,Core
Cluster 10442,0,0,0,0,hypothetical protein,None,738,0.0,0,Acces
Cluster 10443,0,0,0,0,FIG00822461: hypothetical protein,Z578_00834,1515,0.0,0,Acces
Cluster 10444,0,0,0,0,hypothetical protein,None,1579,0.0,0,Acces
Cluster 10445,0,0,0,0,No definition line found,None,1593,0.0,0,Core
Cluster 10446,0,0,0,0,FIG00820301: hypothetical protein,None,1468,0.0,0,Acces
Cluster 10447,0,0,0,0,hypothetical protein,None,1579,0.0,0,Acces
Cluster 10448,0,0,0,0,FIG00821654: hypothetical protein,None,1592,0.0,0,Core
Cluster 10449,0,0,0,0,FIG00822106: hypothetical protein,None,1592,0.0,0,Core
Cluster 1045,Rv0539,Rv0539,557599.MkanA1_010100007889,M,putative membrane protein,X436_00556,1592,430.1,0,Core
Cluster 10450,0,0,0,0,FIG00822109: hypothetical protein,None,1595,0.0,0,Core
Cluster 10451,0,0,0,0,FIG00820911: hypothetical protein,None,1471,0.0,0,Acces
Cluster 10452,0,0,0,0,FIG00822377: hypothetical protein,None,1593,0.0,0,Core
Cluster 10453,0,0,0,0,FIG00822446: hypothetical protein,None,1112,0.0,0,Acces
Cluster 10454,0,0,0,0,hypothetical protein,None,890,0.0,0,Acces
Cluster 10455,0,0,0,0,hypothetical protein,None,391,0.0,0,Acces
Cluster 10456,0,0,0,0,hypothetical protein,None,143,0.0,0,Acces
Cluster 10457,0,0,0,0,hypothetical protein,None,268,0.0,0,Acces
Cluster 10458,0,0,0,0,hypothetical protein,None,28,0.0,0,Acces
Cluster 10459,0,0,0,0,hypothetical protein,None,213,0.0,0,Acces
Cluster 1046,Rv3063,cstA,419947.MRA_3095,T,Carbon starvation protein A,None,1594,1667.5,0,Core
Cluster 10460,0,0,0,0,hypothetical protein,None,17,0.0,0,Acces
Cluster 10461,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10462,0,0,0,0,hypothetical protein,None,40,0.0,0,Acces
Cluster 10463,0,0,0,0,hypothetical protein,None,26,0.0,0,Acces
Cluster 10464,0,0,0,0,hypothetical protein,None,5,0.0,0,Acces
Cluster 10465,0,0,0,0,hypothetical protein,None,12,0.0,0,Acces
Cluster 10466,0,0,0,0,hypothetical protein,None,6,0.0,0,Acces
Cluster 10467,0,0,0,0,"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly",J114_12680,1,0.0,0,Uniq
Cluster 10468,0,0,0,0,Cyclic pyranopterin phosphate synthase (MoaA) (EC 4.1.99.18),None,1,0.0,0,Uniq
Cluster 10469,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 1047,Rv1923,lipD,83332.Rv1923,V,Esterase A,Z533_03758,1593,1005.9,0,Core
Cluster 10470,0,0,0,0,hypothetical protein,None,9,0.0,0,Acces
Cluster 10471,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 10472,0,0,0,0,hypothetical protein,None,8,0.0,0,Acces
Cluster 10473,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 10474,0,0,0,0,hypothetical protein,W005_02098,1,0.0,0,Uniq
Cluster 10475,0,0,0,0,hypothetical protein,None,21,0.0,0,Acces
Cluster 10476,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10477,0,0,0,0,FIG00823439: hypothetical protein,None,4,0.0,0,Uniq
Cluster 10478,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10479,0,0,0,0,Uncharacterized transporter Rv1999c/MT2055,None,2,0.0,0,Uniq
Cluster 1048,0,0,0,0,PE family protein,P917_02311,2,0.0,0,Uniq
Cluster 10480,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10481,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10482,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10483,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10484,0,0,0,0,FIG00820384: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10485,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10486,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10487,0,0,0,0,FIG00823203: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10488,0,0,0,0,PPE family protein,None,5,0.0,0,Acces
Cluster 10489,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 1049,0,MRA_1327,419947.MRA_1327,T,Adenylate cyclase (EC 4.6.1.1),T623_03116,338,186.8,0,Acces
Cluster 10490,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10491,0,0,0,0,Mobile element protein,None,1,0.0,0,Uniq
Cluster 10492,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10493,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10494,0,0,0,0,hypothetical protein,None,33,0.0,0,Acces
Cluster 10495,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10496,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10497,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10498,0,0,0,0,PE family protein,None,1,0.0,0,Uniq
Cluster 10499,0,0,0,0,hypothetical protein,None,9,0.0,0,Acces
Cluster 105,Rv2940c,mas,749414.SBI_01976,Q,Polyketide synthase / Multifunctional mycocerosic acid synthase membrane-associated mas in phthiocerol dimycocerosate cluster,Z578_00907,1595,3873.6,0,Core
Cluster 1050,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 10500,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10501,0,0,0,0,FIG00821041: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10502,0,0,0,0,FIG00829339: hypothetical protein,None,3,0.0,0,Uniq
Cluster 10503,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 10504,0,0,0,0,"Transcriptional regulator, ArsR family",N113_03720,1,0.0,0,Uniq
Cluster 10505,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10506,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10507,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 10508,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10509,0,0,0,0,Toxin HigB,None,1,0.0,0,Uniq
Cluster 1051,Rv3830c,Rv3830c,419947.MRA_3870,K,Dehydrogenase,P936_02056,1593,447.1,0,Core
Cluster 10510,0,0,0,0,FIG00821282: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10511,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10512,0,0,0,0,FIG00826744: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10513,0,0,0,0,putative membrane protein,None,1,0.0,0,Uniq
Cluster 10514,0,0,0,0,ATPases involved in chromosome partitioning,None,1,0.0,0,Uniq
Cluster 10515,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10516,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10517,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10518,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10519,0,0,0,0,FIG00820823: hypothetical protein,None,1551,0.0,0,Acces
Cluster 1052,0,MRA_3390,419947.MRA_3390,N,PPE family protein,W046_03468,89,3131.3,0,Acces
Cluster 10520,0,0,0,0,FIG00822136: hypothetical protein,None,1470,0.0,0,Acces
Cluster 10521,0,0,0,0,FIG00819975: hypothetical protein,None,1592,0.0,0,Core
Cluster 10522,0,0,0,0,FIG00822588: hypothetical protein,None,1582,0.0,0,Acces
Cluster 10523,0,0,0,0,hypothetical protein,None,503,0.0,0,Acces
Cluster 10524,0,0,0,0,FIG00820186: hypothetical protein,None,1584,0.0,0,Acces
Cluster 10525,0,0,0,0,FIG00820630: hypothetical protein,None,1191,0.0,0,Acces
Cluster 10526,0,0,0,0,FIG00823097: hypothetical protein,None,715,0.0,0,Acces
Cluster 10527,0,0,0,0,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",None,89,0.0,0,Acces
Cluster 10528,0,0,0,0,hypothetical protein,None,85,0.0,0,Acces
Cluster 10529,0,0,0,0,FIG00828071: hypothetical protein,None,219,0.0,0,Acces
Cluster 1053,Rv2320c,rocE,83332.Rv2319c,T,Cationic amino acid transport integral membrane protein RocE,X399_02426,1595,638.1,0,Core
Cluster 10530,0,0,0,0,FIG00823724: hypothetical protein,None,574,0.0,0,Acces
Cluster 10531,0,0,0,0,hypothetical protein,None,29,0.0,0,Acces
Cluster 10532,0,0,0,0,hypothetical protein,None,10,0.0,0,Acces
Cluster 10533,0,0,0,0,ATPase,None,1,0.0,0,Uniq
Cluster 10534,0,0,0,0,hypothetical protein,None,36,0.0,0,Acces
Cluster 10535,0,0,0,0,hypothetical protein,None,35,0.0,0,Acces
Cluster 10536,0,0,0,0,hypothetical protein,None,98,0.0,0,Acces
Cluster 10537,0,0,0,0,FIG00826069: hypothetical protein,None,3,0.0,0,Uniq
Cluster 10538,0,0,0,0,hypothetical protein,None,13,0.0,0,Acces
Cluster 10539,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 1054,0,0,0,0,PE family protein,AL47_00873,1,0.0,0,Uniq
Cluster 10540,0,0,0,0,hypothetical protein,None,53,0.0,0,Acces
Cluster 10541,0,0,0,0,FIG00820498: hypothetical protein,None,1165,0.0,0,Acces
Cluster 10542,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10543,0,0,0,0,Sulfate transport system permease protein CysT,None,1,0.0,0,Uniq
Cluster 10544,0,0,0,0,hypothetical protein,None,7,0.0,0,Acces
Cluster 10545,0,0,0,0,"Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD10",None,11,0.0,0,Acces
Cluster 10546,0,0,0,0,FIG00826069: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10547,0,0,0,0,FIG00821712: hypothetical protein,None,482,0.0,0,Acces
Cluster 10548,0,0,0,0,hypothetical protein,None,4,0.0,0,Uniq
Cluster 10549,0,RV0433,419947.MRA_0438,S,Carboxylate-amine ligase,None,17,62.9,0,Acces
Cluster 1055,0,MVAN_0928,350058.Mvan_0928,Q,PE-PGRS family protein,P482_03442,63,64.8,0,Acces
Cluster 10550,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10551,0,0,0,0,Cutinase precursor Cfp21 ,None,8,0.0,0,Acces
Cluster 10552,0,0,0,0,FIG00820079: hypothetical protein,None,1,0.0,0,Uniq
Cluster 10553,0,0,0,0,Cationic amino acid transport integral membrane protein,None,1,0.0,0,Uniq
Cluster 10554,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10555,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 10556,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 10557,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 10558,0,0,0,0,hypothetical protein,V992_03722,1,0.0,0,Uniq
Cluster 10559,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
